Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.56.2-192.168.56.3-1951-80-6,192.168.56.2,1951,192.168.56.3,80,6,03/04/2026 04:00:13 PM,583,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5145.797598627788,291.5,391.03004999616076,568.0,15.0,583.0,583.0,0.0,583.0,583.0,0,0,0,0,0,0,0,0,0,40,24,3430.5317324185253,1715.2658662092626,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1952-80-6,192.168.56.2,1952,192.168.56.3,80,6,03/04/2026 04:00:13 PM,599,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5008.347245409015,299.5,403.75797205751866,585.0,14.0,599.0,599.0,0.0,599.0,599.0,0,0,0,0,0,0,0,0,0,40,24,3338.89816360601,1669.449081803005,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1953-80-6,192.168.56.2,1953,192.168.56.3,80,6,03/04/2026 04:00:13 PM,610,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4918.032786885246,305.0,395.9797974644666,585.0,25.0,610.0,610.0,0.0,610.0,610.0,0,0,0,0,0,0,0,0,0,40,24,3278.688524590164,1639.344262295082,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1954-80-6,192.168.56.2,1954,192.168.56.3,80,6,03/04/2026 04:00:13 PM,649,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4622.496147919877,324.5,436.2848839920998,633.0,16.0,649.0,649.0,0.0,649.0,649.0,0,0,0,0,0,0,0,0,0,40,24,3081.6640986132516,1540.8320493066258,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1955-80-6,192.168.56.2,1955,192.168.56.3,80,6,03/04/2026 04:00:13 PM,650,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4615.384615384615,325.0,438.4062043356595,635.0,15.0,650.0,650.0,0.0,650.0,650.0,0,0,0,0,0,0,0,0,0,40,24,3076.923076923077,1538.4615384615386,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1956-80-6,192.168.56.2,1956,192.168.56.3,80,6,03/04/2026 04:00:13 PM,806,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3722.0843672456576,403.0,478.0041840821061,741.0,65.0,806.0,806.0,0.0,806.0,806.0,0,0,0,0,0,0,0,0,0,40,24,2481.3895781637716,1240.6947890818858,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1957-80-6,192.168.56.2,1957,192.168.56.3,80,6,03/04/2026 04:00:13 PM,1252,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2396.1661341853032,626.0,838.6286424872453,1219.0,33.0,1252.0,1252.0,0.0,1252.0,1252.0,0,0,0,0,0,0,0,0,0,40,24,1597.4440894568688,798.7220447284344,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1958-80-6,192.168.56.2,1958,192.168.56.3,80,6,03/04/2026 04:00:13 PM,1027,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.1295034079844,513.5,688.0148980945107,1000.0,27.0,1027.0,1027.0,0.0,1027.0,1027.0,0,0,0,0,0,0,0,0,0,40,24,1947.4196689386565,973.7098344693283,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1959-80-6,192.168.56.2,1959,192.168.56.3,80,6,03/04/2026 04:00:13 PM,597,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5025.125628140704,298.5,398.10111780802623,580.0,17.0,597.0,597.0,0.0,597.0,597.0,0,0,0,0,0,0,0,0,0,40,24,3350.0837520938026,1675.0418760469013,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1960-80-6,192.168.56.2,1960,192.168.56.3,80,6,03/04/2026 04:00:13 PM,1061,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827.521206409048,530.5,727.6128778409574,1045.0,16.0,1061.0,1061.0,0.0,1061.0,1061.0,0,0,0,0,0,0,0,0,0,40,24,1885.014137606032,942.507068803016,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1961-80-6,192.168.56.2,1961,192.168.56.3,80,6,03/04/2026 04:00:13 PM,705,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4255.31914893617,352.5,461.7407281148155,679.0,26.0,705.0,705.0,0.0,705.0,705.0,0,0,0,0,0,0,0,0,0,40,24,2836.8794326241136,1418.4397163120568,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1962-80-6,192.168.56.2,1962,192.168.56.3,80,6,03/04/2026 04:00:13 PM,579,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5181.347150259067,289.5,386.7874093090415,563.0,16.0,579.0,579.0,0.0,579.0,579.0,0,0,0,0,0,0,0,0,0,40,24,3454.231433506045,1727.1157167530225,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1963-80-6,192.168.56.2,1963,192.168.56.3,80,6,03/04/2026 04:00:13 PM,901,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3329.6337402885683,450.5,617.304219975856,887.0,14.0,901.0,901.0,0.0,901.0,901.0,0,0,0,0,0,0,0,0,0,40,24,2219.7558268590456,1109.8779134295228,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1964-80-6,192.168.56.2,1964,192.168.56.3,80,6,03/04/2026 04:00:13 PM,779,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3851.0911424903725,389.5,529.622979108724,764.0,15.0,779.0,779.0,0.0,779.0,779.0,0,0,0,0,0,0,0,0,0,40,24,2567.394094993582,1283.697047496791,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1965-80-6,192.168.56.2,1965,192.168.56.3,80,6,03/04/2026 04:00:13 PM,957,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3134.7962382445144,478.5,656.9021997223026,943.0,14.0,957.0,957.0,0.0,957.0,957.0,0,0,0,0,0,0,0,0,0,40,24,2089.8641588296764,1044.9320794148382,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1966-80-6,192.168.56.2,1966,192.168.56.3,80,6,03/04/2026 04:00:13 PM,692,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335.260115606936,346.0,442.64884502277874,659.0,33.0,692.0,692.0,0.0,692.0,692.0,0,0,0,0,0,0,0,0,0,40,24,2890.173410404624,1445.086705202312,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1967-80-6,192.168.56.2,1967,192.168.56.3,80,6,03/04/2026 04:00:13 PM,584,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5136.986301369863,292.0,390.32294321497426,568.0,16.0,584.0,584.0,0.0,584.0,584.0,0,0,0,0,0,0,0,0,0,40,24,3424.6575342465753,1712.3287671232877,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1968-80-6,192.168.56.2,1968,192.168.56.3,80,6,03/04/2026 04:00:13 PM,586,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5119.453924914676,293.0,391.7371567773473,570.0,16.0,586.0,586.0,0.0,586.0,586.0,0,0,0,0,0,0,0,0,0,40,24,3412.9692832764504,1706.4846416382252,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1969-80-6,192.168.56.2,1969,192.168.56.3,80,6,03/04/2026 04:00:13 PM,585,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5128.205128205128,292.5,395.2726906832801,572.0,13.0,585.0,585.0,0.0,585.0,585.0,0,0,0,0,0,0,0,0,0,40,24,3418.8034188034185,1709.4017094017092,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1970-80-6,192.168.56.2,1970,192.168.56.3,80,6,03/04/2026 04:00:13 PM,614,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4885.99348534202,307.0,411.5361466505707,598.0,16.0,614.0,614.0,0.0,614.0,614.0,0,0,0,0,0,0,0,0,0,40,24,3257.328990228013,1628.6644951140065,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1971-80-6,192.168.56.2,1971,192.168.56.3,80,6,03/04/2026 04:00:13 PM,620,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4838.709677419355,310.0,417.19300090006305,605.0,15.0,620.0,620.0,0.0,620.0,620.0,0,0,0,0,0,0,0,0,0,40,24,3225.8064516129034,1612.9032258064517,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1972-80-6,192.168.56.2,1972,192.168.56.3,80,6,03/04/2026 04:00:13 PM,870,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3448.2758620689656,435.0,593.9696961966999,855.0,15.0,870.0,870.0,0.0,870.0,870.0,0,0,0,0,0,0,0,0,0,40,24,2298.8505747126437,1149.4252873563219,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1973-80-6,192.168.56.2,1973,192.168.56.3,80,6,03/04/2026 04:00:13 PM,1536,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953.125,768.0,1062.0743853421943,1519.0,17.0,1536.0,1536.0,0.0,1536.0,1536.0,0,0,0,0,0,0,0,0,0,40,24,1302.0833333333333,651.0416666666666,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1974-80-6,192.168.56.2,1974,192.168.56.3,80,6,03/04/2026 04:00:13 PM,651,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4608.294930875576,325.5,433.4564568673536,632.0,19.0,651.0,651.0,0.0,651.0,651.0,0,0,0,0,0,0,0,0,0,40,24,3072.1966205837175,1536.0983102918588,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1975-80-6,192.168.56.2,1975,192.168.56.3,80,6,03/04/2026 04:00:13 PM,594,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5050.50505050505,297.0,398.8082245892128,579.0,15.0,594.0,594.0,0.0,594.0,594.0,0,0,0,0,0,0,0,0,0,40,24,3367.0033670033667,1683.5016835016834,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1976-80-6,192.168.56.2,1976,192.168.56.3,80,6,03/04/2026 04:00:13 PM,843,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3558.7188612099644,421.5,574.8778131046631,828.0,15.0,843.0,843.0,0.0,843.0,843.0,0,0,0,0,0,0,0,0,0,40,24,2372.479240806643,1186.2396204033214,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1977-80-6,192.168.56.2,1977,192.168.56.3,80,6,03/04/2026 04:00:13 PM,1032,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2906.9767441860467,516.0,708.5209947489207,1017.0,15.0,1032.0,1032.0,0.0,1032.0,1032.0,0,0,0,0,0,0,0,0,0,40,24,1937.9844961240312,968.9922480620156,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1978-80-6,192.168.56.2,1978,192.168.56.3,80,6,03/04/2026 04:00:13 PM,1022,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2935.420743639922,511.0,701.4499269370551,1007.0,15.0,1022.0,1022.0,0.0,1022.0,1022.0,0,0,0,0,0,0,0,0,0,40,24,1956.9471624266146,978.4735812133073,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1979-80-6,192.168.56.2,1979,192.168.56.3,80,6,03/04/2026 04:00:13 PM,547,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5484.460694698355,273.5,362.74577874869885,530.0,17.0,547.0,547.0,0.0,547.0,547.0,0,0,0,0,0,0,0,0,0,40,24,3656.3071297989036,1828.1535648994518,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1980-80-6,192.168.56.2,1980,192.168.56.3,80,6,03/04/2026 04:00:13 PM,936,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3205.128205128205,468.0,639.224530192639,920.0,16.0,936.0,936.0,0.0,936.0,936.0,0,0,0,0,0,0,0,0,0,40,24,2136.7521367521367,1068.3760683760684,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1981-80-6,192.168.56.2,1981,192.168.56.3,80,6,03/04/2026 04:00:13 PM,599,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5008.347245409015,299.5,402.34375849514555,584.0,15.0,599.0,599.0,0.0,599.0,599.0,0,0,0,0,0,0,0,0,0,40,24,3338.89816360601,1669.449081803005,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1982-80-6,192.168.56.2,1982,192.168.56.3,80,6,03/04/2026 04:00:13 PM,1313,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2284.843869002285,656.5,907.2180002623405,1298.0,15.0,1313.0,1313.0,0.0,1313.0,1313.0,0,0,0,0,0,0,0,0,0,40,24,1523.2292460015233,761.6146230007616,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1983-80-6,192.168.56.2,1983,192.168.56.3,80,6,03/04/2026 04:00:13 PM,772,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3886.0103626943005,386.0,473.76154339498686,721.0,51.0,772.0,772.0,0.0,772.0,772.0,0,0,0,0,0,0,0,0,0,40,24,2590.6735751295337,1295.3367875647668,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1984-80-6,192.168.56.2,1984,192.168.56.3,80,6,03/04/2026 04:00:13 PM,1392,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2155.1724137931033,696.0,940.4520189781082,1361.0,31.0,1392.0,1392.0,0.0,1392.0,1392.0,0,0,0,0,0,0,0,0,0,40,24,1436.7816091954023,718.3908045977012,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1985-80-6,192.168.56.2,1985,192.168.56.3,80,6,03/04/2026 04:00:13 PM,720,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4166.666666666666,360.0,451.1341263970173,679.0,41.0,720.0,720.0,0.0,720.0,720.0,0,0,0,0,0,0,0,0,0,40,24,2777.777777777778,1388.888888888889,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1986-80-6,192.168.56.2,1986,192.168.56.3,80,6,03/04/2026 04:00:13 PM,1504,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994.68085106383,752.0,1023.8906191581208,1476.0,28.0,1504.0,1504.0,0.0,1504.0,1504.0,0,0,0,0,0,0,0,0,0,40,24,1329.7872340425533,664.8936170212767,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1987-80-6,192.168.56.2,1987,192.168.56.3,80,6,03/04/2026 04:00:13 PM,661,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4538.57791225416,330.5,426.38538905548813,632.0,29.0,661.0,661.0,0.0,661.0,661.0,0,0,0,0,0,0,0,0,0,40,24,3025.7186081694404,1512.8593040847202,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1988-80-6,192.168.56.2,1988,192.168.56.3,80,6,03/04/2026 04:00:13 PM,996,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012.0481927710844,498.0,664.6803743153547,968.0,28.0,996.0,996.0,0.0,996.0,996.0,0,0,0,0,0,0,0,0,0,40,24,2008.0321285140565,1004.0160642570282,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1989-80-6,192.168.56.2,1989,192.168.56.3,80,6,03/04/2026 04:00:13 PM,571,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5253.940455341506,285.5,383.9589821842953,557.0,14.0,571.0,571.0,0.0,571.0,571.0,0,0,0,0,0,0,0,0,0,40,24,3502.626970227671,1751.3134851138354,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1990-80-6,192.168.56.2,1990,192.168.56.3,80,6,03/04/2026 04:00:13 PM,566,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5300.3533568904595,283.0,380.42344827836257,552.0,14.0,566.0,566.0,0.0,566.0,566.0,0,0,0,0,0,0,0,0,0,40,24,3533.5689045936397,1766.7844522968198,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1991-80-6,192.168.56.2,1991,192.168.56.3,80,6,03/04/2026 04:00:13 PM,592,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5067.5675675675675,296.0,393.1513703397204,574.0,18.0,592.0,592.0,0.0,592.0,592.0,0,0,0,0,0,0,0,0,0,40,24,3378.3783783783783,1689.1891891891892,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.2-192.168.56.3-1992-80-6,192.168.56.2,1992,192.168.56.3,80,6,03/04/2026 04:00:13 PM,589,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5093.378607809847,294.5,388.2016228714146,569.0,20.0,589.0,589.0,0.0,589.0,589.0,0,0,0,0,0,0,0,0,0,40,24,3395.585738539898,1697.792869269949,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,64240,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
